Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J10-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Tennessee,2020,4,1/25/2020,"1,529","1,400",13,307,50,62,52,107,19,24,23,337,80,0,0,,,,,,,,,,,,,,,
Tennessee,2020,5,2/1/2020,"1,586","1,434",17,288,50,72,54,117,24,23,21,370,74,0,0,,,,,,,,,,,,,,,
Tennessee,2020,6,2/8/2020,"1,608","1,458",17,326,46,73,41,117,18,31,26,336,77,0,0,,,,,,,,,,,,,,,
Tennessee,2020,7,2/15/2020,"1,451","1,323",18,273,42,67,38,106,27,20,28,325,67,0,0,,,,,,,,,,,,,,,
Tennessee,2020,8,2/22/2020,"1,509","1,359",24,287,51,57,30,96,29,22,24,346,62,0,0,,,,,,,,,,,,,,,
Tennessee,2020,9,2/29/2020,"1,497","1,361",16,281,55,70,40,97,23,20,23,360,80,0,0,,,,,,,,,,,,,,,
Tennessee,2020,10,3/7/2020,"1,604","1,419",16,313,48,61,47,110,33,21,24,372,70,0,0,,,,,,,,,,,,,,,
Tennessee,2020,11,3/14/2020,"1,588","1,406",19,288,31,64,34,95,38,14,24,366,85,0,0,,,,,,,,,,,,,,,
Tennessee,2020,12,3/21/2020,"1,517","1,383",15,284,62,72,44,108,22,24,27,325,86,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Tennessee,2020,13,3/28/2020,"1,506","1,378",24,290,49,66,42,110,14,23,37,333,69,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Tennessee,2020,14,4/4/2020,"1,573","1,436",22,277,62,68,42,92,21,20,32,363,78,52,52,,,,,,,,,,,,,,,
Tennessee,2020,15,4/11/2020,"1,502","1,378",10,241,53,87,36,89,23,22,39,354,67,53,52,,,,,,,,,,,,,,,
Tennessee,2020,16,4/18/2020,"1,529","1,403",14,304,53,70,24,106,28,21,47,323,80,41,40,,,,,,,,,,,,,,,
Tennessee,2020,17,4/25/2020,"1,455","1,325",19,263,45,72,25,84,11,24,54,321,68,27,28,,,,,,,,,,,,,,,
Tennessee,2020,18,5/2/2020,"1,465","1,343",12,284,44,81,25,74,26,24,60,300,84,32,32,,,,,,,,,,,,,,,
Tennessee,2020,19,5/9/2020,"1,464","1,328",19,258,42,65,22,66,15,19,97,310,69,45,43,,,,,,,,,,,,,,,
Tennessee,2020,20,5/16/2020,"1,504","1,403",15,290,61,70,20,68,14,16,116,308,68,48,45,,,,,,,,,,,,,,,
Tennessee,2020,21,5/23/2020,"1,478","1,363",14,295,41,73,30,92,20,20,88,314,56,28,23,,,,,,,,,,,,,,,
Tennessee,2020,22,5/30/2020,"1,372","1,301",22,233,39,69,24,67,19,19,135,293,68,38,33,,,,,,,,,,,,,,,
Tennessee,2020,23,6/6/2020,"1,248","1,181",,230,40,53,27,69,20,15,122,263,55,27,27,,,Suppressed (counts 1-9),,,,,,,,,,,,
Tennessee,2020,24,6/13/2020,948,902,,168,27,41,12,45,14,11,78,230,52,18,18,,,Suppressed (counts 1-9),,,,,,,,,,,,
Tennessee,2020,25,6/20/2020,387,362,,82,11,22,,20,,,46,77,12,17,15,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Texas,2019,1,1/5/2019,"4,285","3,971",60,795,168,237,91,229,65,97,40,984,238,0,0,,,,,,,,,,,,,,,
Texas,2019,2,1/12/2019,"4,287","3,965",53,876,156,187,115,279,80,83,39,966,233,0,0,,,,,,,,,,,,,,,
Texas,2019,3,1/19/2019,"4,173","3,886",73,833,161,216,104,242,58,85,36,973,208,0,0,,,,,,,,,,,,,,,
Texas,2019,4,1/26/2019,"4,103","3,756",67,788,147,208,91,238,66,78,31,936,217,0,0,,,,,,,,,,,,,,,
Texas,2019,5,2/2/2019,"4,198","3,893",62,830,150,208,108,230,54,83,36,"1,007",261,0,0,,,,,,,,,,,,,,,
Texas,2019,6,2/9/2019,"4,134","3,832",59,799,136,212,77,240,54,87,39,979,239,0,0,,,,,,,,,,,,,,,
Texas,2019,7,2/16/2019,"4,201","3,823",65,773,166,201,78,253,72,93,28,955,226,0,0,,,,,,,,,,,,,,,
Texas,2019,8,2/23/2019,"4,139","3,795",69,814,168,207,94,241,62,94,37,930,227,0,0,,,,,,,,,,,,,,,
Texas,2019,9,3/2/2019,"4,005","3,684",51,789,130,206,74,233,52,66,31,973,202,0,0,,,,,,,,,,,,,,,
Texas,2019,10,3/9/2019,"4,274","3,927",55,806,131,233,111,240,55,81,36,"1,015",231,0,0,,,,,,,,,,,,,,,
Texas,2019,11,3/16/2019,"4,199","3,848",71,844,149,194,80,253,64,86,42,943,250,0,0,,,,,,,,,,,,,,,
Texas,2019,12,3/23/2019,"4,189","3,864",71,828,150,213,71,236,66,76,28,946,221,0,0,,,,,,,,,,,,,,,
Texas,2019,13,3/30/2019,"3,964","3,624",60,798,169,207,69,228,59,75,30,893,200,0,0,,,,,,,,,,,,,,,
Texas,2019,14,4/6/2019,"3,910","3,584",53,733,136,198,64,235,53,85,41,921,211,0,0,,,,,,,,,,,,,,,
Texas,2019,15,4/13/2019,"3,973","3,628",50,819,115,193,72,241,74,90,25,871,214,0,0,,,,,,,,,,,,,,,
Texas,2019,16,4/20/2019,"3,923","3,597",58,797,140,196,58,222,57,73,39,942,207,0,0,,,,,,,,,,,,,,,
Texas,2019,17,4/27/2019,"3,834","3,479",61,785,139,173,60,235,55,83,26,854,188,0,0,,,,,,,,,,,,,,,
Texas,2019,18,5/4/2019,"3,841","3,484",55,761,131,187,54,204,62,85,21,861,214,0,0,,,,,,,,,,,,,,,
Texas,2019,19,5/11/2019,"3,749","3,441",49,790,116,211,63,218,57,77,38,815,192,0,0,,,,,,,,,,,,,,,
Texas,2019,20,5/18/2019,"3,779","3,437",55,790,125,170,58,205,60,83,24,818,200,0,0,,,,,,,,,,,,,,,
Texas,2019,21,5/25/2019,"3,805","3,461",61,789,129,187,47,217,49,71,18,849,173,0,0,,,,,,,,,,,,,,,
Texas,2019,22,6/1/2019,"3,820","3,433",59,821,123,191,54,220,59,75,27,794,205,0,0,,,,,,,,,,,,,,,
Texas,2019,23,6/8/2019,"3,943","3,536",54,817,121,197,56,193,50,94,36,859,194,0,0,,,,,,,,,,,,,,,
Texas,2019,24,6/15/2019,"3,711","3,383",52,766,109,208,45,192,66,84,28,826,172,0,0,,,,,,,,,,,,,,,
Texas,2019,25,6/22/2019,"3,804","3,458",63,858,112,174,46,202,69,85,23,806,193,0,0,,,,,,,,,,,,,,,
Texas,2019,26,6/29/2019,"3,747","3,370",57,788,146,172,46,183,61,72,36,815,182,0,0,,,,,,,,,,,,,,,
Texas,2019,27,7/6/2019,"3,845","3,463",51,800,113,191,51,195,54,93,41,891,200,0,0,,,,,,,,,,,,,,,
Texas,2019,28,7/13/2019,"3,795","3,448",61,801,116,190,42,201,50,92,36,857,188,0,0,,,,,,,,,,,,,,,
Texas,2019,29,7/20/2019,"3,685","3,322",56,814,104,159,41,183,61,85,28,804,182,0,0,,,,,,,,,,,,,,,
Texas,2019,30,7/27/2019,"3,699","3,349",64,786,103,192,41,177,51,67,28,828,195,0,0,,,,,,,,,,,,,,,
Texas,2019,31,8/3/2019,"3,843","3,455",54,813,135,177,44,167,59,82,31,852,209,0,0,,,,,,,,,,,,,,,
Texas,2019,32,8/10/2019,"3,798","3,408",51,832,122,167,44,161,55,74,30,866,206,0,0,,,,,,,,,,,,,,,
Texas,2019,33,8/17/2019,"3,744","3,373",56,764,120,184,42,163,35,65,38,866,193,0,0,,,,,,,,,,,,,,,
Texas,2019,34,8/24/2019,"3,712","3,355",61,815,123,180,35,170,47,77,30,835,196,0,0,,,,,,,,,,,,,,,
Texas,2019,35,8/31/2019,"3,702","3,359",59,771,115,191,49,167,46,67,35,865,201,0,0,,,,,,,,,,,,,,,
Texas,2019,36,9/7/2019,"3,784","3,425",46,813,115,152,43,159,54,68,40,849,186,0,0,,,,,,,,,,,,,,,
Texas,2019,37,9/14/2019,"3,748","3,395",56,845,123,180,43,186,40,76,34,828,199,0,0,,,,,,,,,,,,,,,
Texas,2019,38,9/21/2019,"3,572","3,261",57,729,111,169,38,189,54,72,28,787,225,0,0,,,,,,,,,,,,,,,
Texas,2019,39,9/28/2019,"3,807","3,448",63,803,136,179,49,186,52,77,36,818,207,0,0,,,,,,,,,,,,,,,
Texas,2019,40,10/5/2019,"3,860","3,490",63,805,157,183,38,163,62,79,29,876,221,0,0,,,,,,,,,,,,,,,
Texas,2019,41,10/12/2019,"3,874","3,534",74,851,135,187,44,185,53,93,30,844,189,0,0,,,,,,,,,,,,,,,
Texas,2019,42,10/19/2019,"3,953","3,641",67,865,113,172,50,193,45,79,27,945,199,0,0,,,,,,,,,,,,,,,
Texas,2019,43,10/26/2019,"3,928","3,594",58,841,128,209,44,170,61,86,32,886,212,0,0,,,,,,,,,,,,,,,
Texas,2019,44,11/2/2019,"4,030","3,678",65,843,133,185,54,200,54,74,30,903,239,0,0,,,,,,,,,,,,,,,
Texas,2019,45,11/9/2019,"4,054","3,694",77,812,135,210,56,175,79,78,31,918,194,0,0,,,,,,,,,,,,,,,
Texas,2019,46,11/16/2019,"4,044","3,712",45,870,115,207,54,195,52,77,28,931,225,0,0,,,,,,,,,,,,,,,
Texas,2019,47,11/23/2019,"4,223","3,849",65,796,154,223,64,227,61,101,44,962,235,0,0,,,,,,,,,,,,,,,
Texas,2019,48,11/30/2019,"4,126","3,814",59,855,139,222,52,207,60,87,30,966,230,0,0,,,,,,,,,,,,,,,
Texas,2019,49,12/7/2019,"4,088","3,721",69,769,130,202,77,206,60,77,30,935,211,0,0,,,,,,,,,,,,,,,
Texas,2019,50,12/14/2019,"4,300","3,946",66,795,150,244,77,243,66,92,46,932,248,0,0,,,,,,,,,,,,,,,
Texas,2019,51,12/21/2019,"4,289","3,951",67,835,155,201,85,251,75,93,41,971,296,0,0,,,,,,,,,,,,,,,
Texas,2019,52,12/28/2019,"4,338","3,965",77,825,149,204,77,245,65,90,54,"1,010",233,0,0,,,,,,,,,,,,,,,
Texas,2020,1,1/4/2020,"4,322","3,948",73,798,135,227,116,225,91,85,46,999,220,0,0,,,,,,,,,,,,,,,
Texas,2020,2,1/11/2020,"4,560","4,204",86,863,159,216,121,257,75,92,46,"1,004",263,0,0,,,,,,,,,,,,,,,
Texas,2020,3,1/18/2020,"4,249","3,906",59,836,158,212,100,240,78,89,34,966,205,0,0,,,,,,,,,,,,,,,
Texas,2020,4,1/25/2020,"4,122","3,796",65,824,129,195,90,198,58,79,54,985,217,0,0,,,,,,,,,,,,,,,
Texas,2020,5,2/1/2020,"4,167","3,813",67,861,136,196,83,218,63,82,36,952,210,0,0,,,,,,,,,,,,,,,
Texas,2020,6,2/8/2020,"4,316","3,966",84,860,159,217,98,220,67,76,36,"1,016",202,0,0,,,,,,,,,,,,,,,
Texas,2020,7,2/15/2020,"4,332","3,998",65,887,141,229,97,249,60,74,55,988,241,0,0,,,,,,,,,,,,,,,
Texas,2020,8,2/22/2020,"4,208","3,853",57,821,136,212,100,246,59,82,52,974,206,0,0,,,,,,,,,,,,,,,
Texas,2020,9,2/29/2020,"4,135","3,793",51,848,145,188,83,258,65,97,52,940,228,0,0,,,,,,,,,,,,,,,
Texas,2020,10,3/7/2020,"4,163","3,859",68,835,120,203,93,224,65,91,44,945,243,0,0,,,,,,,,,,,,,,,
Texas,2020,11,3/14/2020,"4,150","3,781",66,778,142,224,89,215,59,95,48,943,231,0,0,,,,,,,,,,,,,,,
Texas,2020,12,3/21/2020,"4,238","3,932",63,880,146,199,91,216,50,82,59,957,225,10,10,,,,,,,,,,,,,,,
Texas,2020,13,3/28/2020,"4,239","3,908",76,820,166,251,88,217,59,79,55,936,215,44,44,,,,,,,,,,,,,,,
Texas,2020,14,4/4/2020,"4,154","3,870",76,797,134,208,90,220,64,86,60,901,207,123,119,,,,,,,,,,,,,,,
Texas,2020,15,4/11/2020,"4,239","3,952",70,821,155,213,84,204,52,92,93,899,238,201,188,,,,,,,,,,,,,,,
Texas,2020,16,4/18/2020,"4,256","3,947",55,810,173,211,55,209,48,85,115,863,230,229,220,,,,,,,,,,,,,,,
Texas,2020,17,4/25/2020,"4,394","4,076",64,843,145,219,69,218,47,82,125,965,220,220,206,,,,,,,,,,,,,,,
Texas,2020,18,5/2/2020,"4,206","3,893",69,764,131,229,67,179,62,91,136,857,225,221,208,,,,,,,,,,,,,,,
Texas,2020,19,5/9/2020,"4,219","3,946",71,782,118,197,55,213,53,85,180,877,207,220,206,,,,,,,,,,,,,,,
Texas,2020,20,5/16/2020,"4,194","3,911",60,779,125,207,49,186,66,72,206,854,203,245,227,,,,,,,,,,,,,,,
Texas,2020,21,5/23/2020,"4,118","3,846",62,785,152,223,67,197,43,81,203,816,218,164,152,,,,,,,,,,,,,,,
Texas,2020,22,5/30/2020,"3,949","3,682",59,741,132,167,51,200,56,81,210,798,205,193,182,,,,,,,,,,,,,,,
Texas,2020,23,6/6/2020,"3,854","3,590",71,711,112,206,49,163,37,69,212,793,209,140,133,,,,,,,,,,,,,,,
Texas,2020,24,6/13/2020,"3,618","3,390",49,712,101,209,40,153,38,61,243,700,187,135,121,,,,,,,,,,,,,,,
Texas,2020,25,6/20/2020,"2,426","2,329",30,520,74,163,42,105,21,46,157,485,112,64,62,,,,,,,,,,,,,,,
Utah,2019,1,1/5/2019,396,364,,81,10,26,,15,,,,80,20,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,2,1/12/2019,419,378,,70,14,26,,25,,12,,85,28,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2019,3,1/19/2019,392,343,,64,15,18,,16,,,,89,22,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,4,1/26/2019,408,370,,60,16,19,11,19,,,13,96,17,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Utah,2019,5,2/2/2019,374,333,,69,20,22,11,18,,,,73,15,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,6,2/9/2019,377,340,,71,,14,11,24,,,,81,20,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,7,2/16/2019,369,336,,60,15,13,10,18,10,,,72,12,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,8,2/23/2019,388,354,,68,18,17,,21,,12,,80,18,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2019,9,3/2/2019,403,347,,60,10,24,14,20,,,,92,22,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,10,3/9/2019,427,389,,88,17,22,20,18,,,10,95,15,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Utah,2019,11,3/16/2019,385,344,,73,15,,13,16,,,,74,20,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,12,3/23/2019,386,336,,64,10,16,11,24,,,,92,11,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,13,3/30/2019,373,332,,64,13,20,10,12,,12,,81,20,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2019,14,4/6/2019,380,346,,63,19,22,11,15,,,,92,16,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,15,4/13/2019,396,349,,70,13,20,,24,,,,78,17,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,16,4/20/2019,384,330,,62,10,21,,22,,,,69,21,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,17,4/27/2019,329,298,,58,10,21,,13,,,,64,21,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,18,5/4/2019,379,332,,69,14,14,,19,,,,81,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,19,5/11/2019,393,348,,75,13,21,,22,,,,78,24,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,20,5/18/2019,380,329,,71,12,16,,15,,,,69,16,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,21,5/25/2019,387,342,,67,10,10,10,10,13,,,83,29,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,22,6/1/2019,356,324,,61,17,20,,24,10,,,73,24,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,23,6/8/2019,358,318,,67,10,12,,15,,,,86,14,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,24,6/15/2019,353,307,,49,,23,,11,,,,69,23,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,25,6/22/2019,360,314,,52,,28,,10,,,,81,20,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,26,6/29/2019,359,323,,74,,24,,17,,,,64,18,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,27,7/6/2019,346,301,,63,12,15,,13,,,,59,14,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,28,7/13/2019,337,303,,69,12,16,,20,,10,,65,,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Utah,2019,29,7/20/2019,371,328,,69,12,18,,12,,15,,73,17,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2019,30,7/27/2019,353,308,,53,16,19,,16,,10,10,82,20,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Utah,2019,31,8/3/2019,359,305,,68,15,16,,19,,,,63,17,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,32,8/10/2019,317,285,,48,10,14,,12,,,,76,20,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,33,8/17/2019,343,301,,63,12,19,,12,,10,,76,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2019,34,8/24/2019,365,324,,69,,17,,12,,,,80,16,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,35,8/31/2019,352,301,,55,14,17,,11,,10,,70,21,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2019,36,9/7/2019,367,322,,71,18,19,,12,,,,72,24,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,37,9/14/2019,330,290,,53,12,,,12,,,,66,24,0,0,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,38,9/21/2019,340,293,,63,11,18,,,,,,84,12,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,39,9/28/2019,375,342,,75,16,14,,17,,,10,70,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
Utah,2019,40,10/5/2019,335,301,,62,12,21,,20,,,,65,,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Utah,2019,41,10/12/2019,370,322,,61,,12,,24,,,,83,22,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,42,10/19/2019,367,323,,64,19,21,,13,,,,77,12,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,43,10/26/2019,366,326,,64,,14,,12,,13,,79,19,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2019,44,11/2/2019,368,322,,55,18,26,,15,,,,71,24,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,45,11/9/2019,366,323,,69,14,19,,,10,,,79,14,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,46,11/16/2019,352,307,,57,13,23,,20,,,,61,12,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,47,11/23/2019,409,362,,75,14,26,,19,10,,11,83,17,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,
Utah,2019,48,11/30/2019,388,342,,71,19,24,,16,,10,,78,14,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2019,49,12/7/2019,385,345,,64,16,26,,22,,,,79,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,50,12/14/2019,402,353,,60,17,34,,20,,,,87,17,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2019,51,12/21/2019,391,343,,67,11,24,,15,,10,11,81,22,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,
Utah,2019,52,12/28/2019,399,357,,58,16,17,10,24,,10,,90,17,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2020,1,1/4/2020,392,350,,71,18,16,,18,,,,76,17,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,2,1/11/2020,438,381,,75,15,16,,33,,12,,85,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2020,3,1/18/2020,409,357,,68,11,24,,16,,,,81,24,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,4,1/25/2020,390,341,,58,11,16,21,19,,10,,68,27,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2020,5,2/1/2020,362,329,,63,13,24,,19,,11,,78,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2020,6,2/8/2020,312,281,,61,11,18,11,17,11,,,64,16,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,7,2/15/2020,412,373,,68,14,26,,26,,,,100,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,8,2/22/2020,366,332,,63,20,19,,10,,,,84,17,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,9,2/29/2020,395,354,,46,15,21,11,19,,,,94,23,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
